frame,frame_hash,stream_checksum,teps,scoring_calls,bound_checks,compact_lookups,dual_solver_ops,dual_updates,dual_group_solves,oracle_candidates,oracle_w1_candidates,oracle_w2_candidates,oracle_primitive_ops,dual_witness_candidates,dual_witness_primitive_ops,score_primitive_ops,total_primitive_ops,ops_w1,ops_w2,ops_w3,structural_checks,word_mismatch,metric_mismatch,tie_mismatch
151,9961359178523252267,18309433531818418401,1983,3035,3962,769129,4362722,157,2041,678107,34795,643312,46719793,2041,144911,194240,52194757,0,0,4362722,0,0,0,0
152,15648529573482083226,7851261184791914452,1369,2210,3585,585798,3192709,82,1066,392919,8200,384719,27095011,1066,75686,141440,31094229,0,0,3192709,0,0,0,0
153,5720364722347541976,15850302087332571123,2232,3090,4009,753258,4927117,205,2665,702169,37254,664915,48375153,2665,189215,197760,54446512,0,0,4927117,0,0,0,0
154,1849194904166726695,626176201204369175,2285,3334,4213,792871,4576052,213,2769,715731,44084,671647,49297271,2769,196599,213376,55080382,0,0,4576052,0,0,0,0
155,1710160193251210002,18142564493873951286,2246,3299,4132,763657,5121324,217,2821,710218,38959,671259,48927124,2821,200291,211136,55227664,0,0,5121324,0,0,0,0
156,9689031059872497038,7085542128766261015,2197,3070,3945,765995,4915677,177,2301,693704,34716,658988,47796144,2301,163371,196480,53841612,0,0,4915677,0,0,0,0
157,16465286939974686827,9697624342421021527,2149,3084,3956,766370,4641650,165,2145,666449,24406,642043,45936169,2145,152295,197376,51697816,0,0,4641650,0,0,0,0
158,4411765945603959182,16782582044104339274,2227,3276,4188,780406,4622267,213,2769,714221,43957,670264,49193335,2769,196599,209664,55006459,0,0,4622267,0,0,0,0
159,11070633886158185775,16971923361860351802,2196,3237,4095,777713,4949737,205,2665,706635,38858,667777,48680099,2665,189215,207168,54808027,0,0,4949737,0,0,0,0
160,5918379027175537722,8468490517601503811,2216,3154,4034,766738,4834687,195,2535,705161,38450,666711,48579209,2535,179985,201856,54566509,0,0,4834687,0,0,0,0
161,17073609758125032840,11398668048811166024,1946,2985,3911,767439,4743024,176,2288,662431,23382,639049,45660975,2288,162448,191040,51528837,0,0,4743024,0,0,0,0
162,10020226892100438581,16432856621190969782,2098,3111,4028,757075,4936204,213,2769,709235,39067,670168,48859081,2769,196599,199104,54952091,0,0,4936204,0,0,0,0
163,9526698960501645321,1013601231783566404,2025,3078,3998,753653,4909125,202,2626,700290,34622,665668,48250766,2626,186446,196992,54300980,0,0,4909125,0,0,0,0
164,2533986941498802589,1500324027073107818,1673,2721,3780,721924,4408742,137,1781,555209,10977,544232,38287467,1781,126451,174144,43722508,0,0,4408742,0,0,0,0
165,17485614095053154515,13111731989407934686,2261,3311,4182,782523,4811651,217,2821,713833,43232,670601,49168013,2821,200291,211904,55178564,0,0,4811651,0,0,0,0
166,11103865399866589307,14558926658354674674,2084,3003,3928,751842,4796636,182,2366,687897,30249,657648,47404395,2366,167986,192192,53316979,0,0,4796636,0,0,0,0
167,16623614656953444986,147268614842181855,2039,3090,4009,758825,4951297,206,2678,692829,28753,664076,47747695,2678,190138,197760,53849724,0,0,4951297,0,0,0,0
168,17401659601693164384,16527813106031257436,2140,3175,4089,759758,4761744,217,2821,713734,42061,671673,49163524,2821,200291,203200,55092606,0,0,4761744,0,0,0,0
169,11049669878503412000,16063820501820573719,2261,3275,4145,779564,4751864,216,2808,711825,42231,669594,49031463,2808,199368,209600,54976004,0,0,4751864,0,0,0,0
170,8244986667504475031,10754805406405138243,2148,3138,4057,763820,4906980,201,2613,693573,31541,662032,47793455,2613,185523,200832,53854667,0,0,4906980,0,0,0,0
171,1788616718346399265,13540069992716016993,1805,2628,3568,714995,4198441,125,1625,545744,17822,527922,37620692,1625,115375,168192,42821263,0,0,4198441,0,0,0,0
172,12396976212410918861,15618144622985343343,1972,2985,3911,756781,4803760,179,2327,675510,26038,649472,46558114,2327,165217,191040,52478823,0,0,4803760,0,0,0,0
173,16873111731406148719,17334438516627880203,2219,3120,4036,757050,4966780,216,2808,709292,39083,670209,48862982,2808,199368,199680,54989896,0,0,4966780,0,0,0,0
174,4371287800040429725,13267493038963940101,2446,3303,4159,772611,4687462,206,2678,710540,41719,668821,48943822,2678,190138,211392,54809584,0,0,4687462,0,0,0,0
175,8209346093335103303,2135189622880030305,2468,3430,4241,795902,4554836,209,2717,711324,44599,666725,48992158,2717,192907,219520,54759564,0,0,4554836,0,0,0,0
176,14255313208860801240,647758609544441566,2312,3251,4127,779149,4930432,209,2717,707029,39891,667138,48705219,2717,192907,208064,54819898,0,0,4930432,0,0,0,0
177,18351372482318773415,14408950029291211442,2203,3241,4120,791484,4928677,206,2678,693677,31966,661711,47799781,2678,190138,207424,53921624,0,0,4928677,0,0,0,0
178,5333569916276211838,11512634652122347803,2072,3065,3986,758707,5086042,202,2626,692408,28408,664000,47719336,2626,186446,196160,53950677,0,0,5086042,0,0,0,0
179,14839730370691303348,4932630096812509500,1886,2880,3811,757860,4735120,160,2080,660329,25041,635288,45512619,2080,147680,184320,51341410,0,0,4735120,0,0,0,0
180,8494664764710398551,17639608183651404800,1140,1326,8326,169170,720668,15,195,71758,1064,70694,4949174,195,13845,84864,5946047,0,0,720668,0,0,0,0
181,8810377357959095360,18338137589035586239,2301,3171,4044,776187,5086042,202,2626,702407,36575,665832,48392933,2626,186446,202944,54648596,0,0,5086042,0,0,0,0
182,13347861167049037999,9074521972228313027,1897,2880,3811,765654,4735120,160,2080,642353,20433,621920,44281491,2080,147680,184320,50118076,0,0,4735120,0,0,0,0
183,3415214943306286275,13867494409271149955,2135,3145,4062,761024,4980144,210,2730,703028,36144,666884,48436644,2730,193830,201280,54576984,0,0,4980144,0,0,0,0
184,1542034587360853647,15446538216244248719,2281,3213,4081,763015,5118724,216,2808,707552,38158,669394,48744772,2808,199368,205632,55035592,0,0,5118724,0,0,0,0
185,7041236488380273089,13099322147041779053,2037,3036,3959,765518,4880187,189,2457,686496,27624,658872,47312976,2457,174447,194304,53331391,0,0,4880187,0,0,0,0
186,6577698462137654446,8323917893503605736,2286,3178,4093,765893,4930692,217,2821,709399,39791,669608,48868949,2821,200291,203392,54973310,0,0,4930692,0,0,0,0
187,11309444907707955184,16885509663951039723,1445,2075,4267,530721,2836236,70,910,336595,5676,330919,23213703,910,64610,132800,26782337,0,0,2836236,0,0,0,0
188,9315095082053299105,14841345286983210089,2048,3045,3970,772531,4756284,177,2301,677843,28946,648897,46713275,2301,163371,194880,52604311,0,0,4756284,0,0,0,0
189,10441608174670523033,11011808356648366107,1810,2805,3739,738944,4377360,144,1872,628534,17963,610571,43332920,1872,132912,179520,48765395,0,0,4377360,0,0,0,0
190,3211213526803787105,10357062484345137113,2248,3056,3980,763469,4806152,182,2366,692105,35373,656732,47684499,2366,167986,195584,53621670,0,0,4806152,0,0,0,0
191,5014579224550413418,10035172834949067400,2190,3120,4036,769897,5124964,220,2860,711940,39930,672010,49044000,2860,203060,199680,55345637,0,0,5124964,0,0,0,0
192,6776110149503520123,7083752154176144988,1858,2870,3804,735828,3879096,126,1638,598654,22101,576553,41262924,1638,116298,183680,46181630,0,0,3879096,0,0,0,0
193,7437459860575075213,4812051224455040954,2052,2966,3893,756734,4778813,173,2249,676588,26536,650052,46631500,2249,159679,189824,52520443,0,0,4778813,0,0,0,0
194,6415209840824992977,10220443444804829316,2325,3065,3986,764677,4879628,196,2548,697050,35832,661218,48024786,2548,180908,196160,54050145,0,0,4879628,0,0,0,0
195,13482969421180024189,1214149485844130102,2315,3338,4196,785277,4767620,220,2860,715978,44378,671600,49313726,2860,203060,213632,55287511,0,0,4767620,0,0,0,0
196,9537082997228313597,15030035565446482472,2072,3120,4036,759370,4929964,216,2808,702804,35415,667389,48422646,2808,199368,199680,54515064,0,0,4929964,0,0,0,0
197,10133171182378550604,5096247385397886315,2061,3111,4028,765011,5122416,218,2834,709027,37081,671946,48848701,2834,201214,199104,55140474,0,0,5122416,0,0,0,0
198,4528660790043124283,11455974971819231587,1975,2982,3912,772991,4093492,141,1833,637524,25182,612342,43938792,1833,130143,190848,49130178,0,0,4093492,0,0,0,0
199,16361428497044398582,11850576811592386646,2367,3174,4093,755014,4711746,193,2509,701736,38894,662842,48341996,2509,178139,203136,54194124,0,0,4711746,0,0,0,0
200,14106406521528181157,7080199542366595564,2396,3373,4186,797613,4930380,212,2756,713139,44087,669052,49118417,2756,195676,215872,55262144,0,0,4930380,0,0,0,0
201,8559632108082708792,8239291362840322027,2059,3111,4028,756424,4967872,213,2769,702382,33287,669095,48397784,2769,196599,199104,54521811,0,0,4967872,0,0,0,0
202,10235639668083527071,7031333035478191959,2095,3111,4028,765540,4939792,212,2756,709100,39521,669579,48848858,2756,195676,199104,54952998,0,0,4939792,0,0,0,0
203,17337525345261072769,15646881610595170101,2086,3111,4028,755850,4926688,213,2769,712117,40404,671713,49055265,2769,196599,199104,55137534,0,0,4926688,0,0,0,0
204,12097651746612328543,17890773269218254257,2173,3155,4072,770807,4942756,208,2704,705892,39006,666886,48628536,2704,191984,201920,54740075,0,0,4942756,0,0,0,0
205,16676085119046435535,15013072009483874525,1953,2946,3874,763420,4718272,168,2184,667001,22047,644954,45978975,2184,155064,188544,51808149,0,0,4718272,0,0,0,0
206,10866156254071543518,9906318147215904968,1902,2880,3811,743943,4735120,160,2080,647996,23706,624290,44664312,2080,147680,184320,50479186,0,0,4735120,0,0,0,0
207,2718174764656399564,16194098459066165315,1722,2628,3626,703339,4216160,126,1638,520883,13922,506961,35913083,1638,116298,168192,41120698,0,0,4216160,0,0,0,0
208,3631052024434557855,11037040095423205855,2174,3217,4132,776613,4690816,204,2652,710432,42324,668108,48935160,2652,188292,205888,54800901,0,0,4690816,0,0,0,0
209,11941522460368476046,13908194514457902498,2023,3065,3986,757320,5083182,201,2613,689212,26141,663071,47503346,2613,185523,196160,53729517,0,0,5083182,0,0,0,0
210,6554022297751810779,7958197456281126054,2222,3020,3944,771455,5020951,190,2470,696508,36127,660381,47986798,2470,175370,193280,54151798,0,0,5020951,0,0,0,0
211,15494444564763743065,9159752534916920504,1932,2903,3833,757827,4652102,161,2093,661814,24931,636883,45615304,2093,148603,185792,51363461,0,0,4652102,0,0,0,0
212,16050511539404471018,12917268637136329653,2571,3495,4254,785743,4789226,214,2782,717572,46417,671155,49419634,2782,197522,223680,55420059,0,0,4789226,0,0,0,0
213,11999199269000501034,12564442278715217772,2042,3078,3998,751003,5015257,202,2626,704298,37205,667093,48522152,2626,186446,196992,54675848,0,0,5015257,0,0,0,0
214,4650961466378577745,3448202317708461514,2078,3128,4043,764134,4982640,220,2860,710309,40026,670283,48931269,2860,203060,200192,55085338,0,0,4982640,0,0,0,0
215,11043087000247889422,8193957176541453851,1765,2778,3735,748050,4560361,147,1911,591492,15434,576058,40782080,1911,135681,177792,46407699,0,0,4560361,0,0,0,0
216,2029444969724355239,488691689131975455,1862,2778,3713,731630,4533321,145,1885,649081,23694,625387,44739201,1885,133835,177792,50319492,0,0,4533321,0,0,0,0
217,3225973761914549284,10655336118788066480,1415,1931,4746,467571,2410772,57,741,268414,4348,264066,18511870,741,52611,123584,21571154,0,0,2410772,0,0,0,0
218,16492979534452021254,16543480866156719309,1704,2721,3714,737234,4291365,134,1742,575167,16389,558778,39653745,1742,123682,174144,44983884,0,0,4291365,0,0,0,0
219,1569666368328568087,4867392230202029205,2182,3078,3998,744673,4909125,202,2626,700719,35425,665294,48278761,2626,186446,196992,54319995,0,0,4909125,0,0,0,0
220,16398644608846298513,2701887606515983039,2125,3128,4043,778640,4942392,220,2860,708997,38484,670513,48843825,2860,203060,200192,54972152,0,0,4942392,0,0,0,0
221,13586422869136880805,14556489882492421217,2236,3214,4061,778849,4470050,161,2093,662891,28517,634374,45682445,2093,148603,205696,51289704,0,0,4470050,0,0,0,0
222,15902998009659084682,15454916156942906304,2061,3111,4028,761993,4925596,212,2756,706024,37785,668239,48640086,2756,195676,199104,54726483,0,0,4925596,0,0,0,0
223,9666295597485576539,16764621473967624016,2304,3325,4236,780735,4420000,208,2704,711514,43921,667593,49006624,2704,191984,212800,54616379,0,0,4420000,0,0,0,0
224,7678739181936081838,14415212288215739177,2129,3183,4052,767132,4829552,185,2405,680328,25236,655092,46892160,2405,170755,203712,52867363,0,0,4829552,0,0,0,0
225,9432103679564050389,4980625184169988479,1421,2253,3777,593164,3303820,86,1118,429866,5478,424388,29649798,1118,79378,144192,33774129,0,0,3303820,0,0,0,0
226,3446449457893232143,8986253718803070587,268,268,4543,0,0,0,0,0,0,0,0,0,0,17152,21695,0,0,0,0,0,0,0
227,15691641590656322157,8749229263130505845,1986,3036,3959,746254,5036876,192,2496,688624,28364,660260,47458328,2496,177216,194304,53616937,0,0,5036876,0,0,0,0
228,9319254158117973237,903519986942246539,2038,3003,3928,739761,4997551,187,2431,680891,24857,656034,46931765,2431,172601,192192,53037798,0,0,4997551,0,0,0,0
229,16336949934302145361,8316609961820954889,2057,3003,3928,744284,4812067,183,2379,675678,23599,652079,46574584,2379,168909,192192,52495964,0,0,4812067,0,0,0,0
230,3281250192952145694,7195235229999917580,1432,1863,5858,406962,2305004,54,702,222206,3671,218535,15324872,702,49842,119232,18211770,0,0,2305004,0,0,0,0
231,8924819577034230883,13825481932254482092,1867,2856,3788,743988,4685356,156,2028,654406,21780,632626,45110454,2028,143988,182784,50870358,0,0,4685356,0,0,0,0
232,11915416379263865831,384949111756493540,2119,2966,3893,756418,4915677,177,2301,685506,31816,653690,47236282,2301,163371,189824,53265465,0,0,4915677,0,0,0,0
233,9653649054807012619,16885251415535719908,1729,2453,3398,662557,3781986,105,1365,471368,16697,454671,32490998,1365,96915,156992,37192846,0,0,3781986,0,0,0,0
234,3138041299098866087,15849417364265759712,2230,3283,4146,763792,4939480,224,2912,715856,42825,673031,49308414,2912,206752,210112,55432696,0,0,4939480,0,0,0,0
235,16753188377842897000,2728433029987132875,2170,3222,4096,762718,5124964,220,2860,711914,40510,671404,49041046,2860,203060,206208,55342092,0,0,5124964,0,0,0,0
236,3328286086532902559,12971464107881059143,1932,2903,3833,740191,4661332,160,2080,633361,23545,609816,43654819,2080,147680,185792,49393647,0,0,4661332,0,0,0,0
237,9275925105439090895,3372680258924738339,291,291,5495,0,0,0,0,0,0,0,0,0,0,18624,24119,0,0,0,0,0,0,0
238,8193784623427691163,7115968522621564155,2219,3090,4009,756620,5007717,206,2678,705129,37225,667904,48579451,2678,190138,197760,54735695,0,0,5007717,0,0,0,0
239,1768736439080339367,10558052210428153711,2094,3128,4043,779073,5127876,224,2912,713212,40401,672811,49130826,2912,206752,200192,55448762,0,0,5127876,0,0,0,0
240,6674779126626003031,13768328417642704931,1282,1553,5936,285749,1381536,30,390,109353,1984,107369,7541389,390,27690,99392,9341692,0,0,1381536,0,0,0,0
241,2122288897910369108,3299237890854922676,2131,3179,4075,752769,5125692,221,2873,711350,38994,672356,49005162,2873,203983,203456,55295137,0,0,5125692,0,0,0,0
242,10099787963837597941,10339124551659812454,1409,2028,3687,510729,2709525,66,858,320672,5799,314873,22114770,858,60918,129792,25529421,0,0,2709525,0,0,0,0
243,8346121696495311219,3171813825948000322,2227,3065,3986,758797,5083182,201,2613,701481,35499,665982,48331191,2613,185523,196160,54558839,0,0,5083182,0,0,0,0
244,1084359330546719196,18128718178225437009,1235,1778,3430,405604,2014480,46,598,206290,5304,200986,14223402,598,42458,113792,16803166,0,0,2014480,0,0,0,0
245,8883599725883024343,11002074877562057161,2225,3085,3966,781697,4951284,181,2353,682414,29745,652669,47027076,2353,167063,197440,53128526,0,0,4951284,0,0,0,0
246,4008051880738627984,14459588898743519670,2672,3642,4372,794160,4925856,217,2821,718157,48347,669810,49456139,2821,200291,233088,55613906,0,0,4925856,0,0,0,0
247,15728654742979675289,13250174869641725996,274,274,5179,0,0,0,0,0,0,0,0,0,0,17536,22715,0,0,0,0,0,0,0
248,15816593517690241029,2800977842562213134,2113,3078,3998,763129,4949841,202,2626,694256,33212,661044,47837240,2626,186446,196992,53937646,0,0,4949841,0,0,0,0
249,2208128961106589188,2606118932714617657,2075,3020,3944,780705,5015036,189,2457,685214,27940,657274,47223886,2457,174447,193280,53391298,0,0,5015036,0,0,0,0
250,4857330096602240005,12159453612858042431,2162,3090,4009,755179,5107921,209,2717,702382,35942,666440,48392474,2717,192907,197760,54650250,0,0,5107921,2560,0,0,0
251,4665043783636201592,13017211699510722420,2142,3090,4009,770005,4937413,206,2678,703049,36294,666755,48437793,2678,190138,197760,54537118,0,0,4937413,0,0,0,0
252,15999134343165671571,5632230250015511560,2246,3090,4009,757315,4964752,204,2652,702710,37077,665633,48412836,2652,188292,197760,54524964,0,0,4964752,0,0,0,0
253,7701222915981079604,3293954715358315015,1846,2750,3686,749199,4487184,142,1846,572947,16684,556263,39499975,1846,131066,176000,45047110,0,0,4487184,0,0,0,0
254,13464825739442186896,8246058021133902604,1529,2415,3971,656490,3732963,103,1339,467836,7920,459916,32264844,1339,95069,154560,36907897,0,0,3732963,0,0,0,0
255,3203300778566748,5785492379367987015,2077,3128,4043,766193,4932876,220,2860,705228,35209,670019,48590314,2860,203060,200192,54696678,0,0,4932876,0,0,0,0
256,3770740330407608811,11593671424157495591,2326,3327,4141,778483,5125692,221,2873,718108,43919,674189,49461614,2873,203983,212928,55786841,0,0,5125692,0,0,0,0
257,1641173139798643780,1506785141273938096,1665,2628,3612,713628,4216160,126,1638,547076,13619,533457,37721006,1638,116298,168192,42938896,0,0,4216160,0,0,0,0
258,811613262287202028,11955019994029081051,2061,3111,4028,752021,4935112,212,2756,696661,31381,665280,48006847,2756,195676,199104,54092788,0,0,4935112,0,0,0,0
259,14740668173646600279,13309537726384659135,2000,3051,3973,744493,4869150,194,2522,680511,23087,657424,46909085,2522,179062,195264,52901027,0,0,4869150,0,0,0,0
260,17579750161965797524,11361670073991240008,2165,3065,3986,755406,5086042,202,2626,697312,32704,664608,48049120,2626,186446,196160,54277160,0,0,5086042,0,0,0,0
261,5236397370953051573,5412380164025586366,2180,3128,4046,780648,4918992,205,2665,699393,34625,664768,48188867,2665,189215,200192,54281960,0,0,4918992,0,0,0,0
262,11221765615242657808,17661698930903386837,2315,3264,4113,769202,5121688,217,2821,709787,39946,669841,48895411,2821,200291,208896,55199601,0,0,5121688,0,0,0,0
263,12974079008421453896,1948296800377661150,2111,3101,4019,743309,5117008,214,2782,708840,38188,670652,48833584,2782,197522,198464,55093906,0,0,5117008,0,0,0,0
264,1071668844152723214,1208113928173894247,2200,3253,4100,775492,4897386,194,2522,689669,27594,662075,47531973,2522,179062,208192,53596205,0,0,4897386,0,0,0,0
265,13779499061222273634,1863435658318004686,1997,3020,3944,755276,4835467,186,2418,686235,30851,655384,47288513,2418,171678,193280,53248158,0,0,4835467,0,0,0,0
266,15638715964544010036,2977539012741993297,2015,3065,3986,741547,4921280,196,2548,681635,23594,658041,46985627,2548,180908,196160,53029508,0,0,4921280,0,0,0,0
267,3057382260254830443,11747293076854846449,2116,3166,4080,764519,4800796,216,2808,706837,38253,668584,48695247,2808,199368,202624,54666634,0,0,4800796,0,0,0,0
268,8870918298014257224,18051224744993120782,2211,3246,4111,760024,4944420,212,2756,706927,38108,668819,48701747,2756,195676,207744,54813722,0,0,4944420,0,0,0,0
269,18402386574753259472,17570283876732710525,1885,2805,3739,740482,4577196,148,1924,602824,19756,583068,41555344,1924,136604,179520,47192885,0,0,4577196,0,0,0,0
270,15343315987897393952,7370458862223200914,1235,1445,12543,226659,838448,18,234,80159,1812,78347,5527347,234,16614,92480,6714091,0,0,838448,0,0,0,0
271,5538621780933029553,2950211366301047372,2105,2985,3911,765200,4780880,179,2327,688334,32972,655362,47429102,2327,165217,191040,53335350,0,0,4780880,0,0,0,0
272,16521342504569641678,5343561646653188817,2028,3003,3928,755145,4852783,184,2392,675678,23933,651745,46573916,2392,169832,192192,52547796,0,0,4852783,0,0,0,0
273,13522933415267144956,10911863746326494106,2220,3051,3973,767312,5068986,198,2574,698021,32458,665563,48098533,2574,182754,195264,54316822,0,0,5068986,0,0,0,0
274,12496714450401978767,322205922198901594,2183,3021,3948,768740,4482244,160,2080,672865,31717,641148,46364251,2080,147680,193344,51960207,0,0,4482244,0,0,0,0
275,15262024628088753753,5631166383217236024,1925,2966,3893,757606,4751097,175,2275,647807,16633,631174,44665417,2275,161525,189824,50529362,0,0,4751097,0,0,0,0
276,6817758444646984927,7814173076904230168,1976,2778,3713,748715,4547205,146,1898,627103,22687,604416,43224733,1898,134758,177792,48836916,0,0,4547205,0,0,0,0
277,13154974048115677183,3711724961475808256,2126,3174,4089,759052,4948788,216,2808,708659,38909,669750,48819653,2808,199368,203136,54934086,0,0,4948788,0,0,0,0
278,2603540668350167723,9329798190077736508,2052,3101,4022,763663,4876846,195,2535,679221,22576,656645,46821097,2535,179985,198464,52844077,0,0,4876846,0,0,0,0
279,2713645569300799418,1724545345550310877,1552,2561,3593,696388,4061356,118,1534,527523,12219,515304,36374649,1534,108914,163904,41408804,0,0,4061356,0,0,0,0
280,1397327276398224185,13931963019850612491,2429,3409,4235,789558,4579224,212,2756,714517,44165,670352,49213343,2756,195676,218176,55000212,0,0,4579224,0,0,0,0
281,2766562979623221596,17310199523892426500,172,172,3209,0,0,0,0,0,0,0,0,0,0,11008,14217,0,0,0,0,0,0,0
282,3740357793740193724,11127915756620121507,2028,3065,3986,764027,4997187,199,2587,688130,27749,660381,47425472,2587,183677,196160,53570509,0,0,4997187,0,0,0,0
283,10845892320993320138,10095491693303702698,2302,3246,4111,762887,4802122,191,2483,700606,36726,663880,48268362,2483,176293,207744,54221519,0,0,4802122,0,0,0,0
284,7620709682983035298,8671651747174168995,2135,3101,4019,742971,4938180,208,2704,706236,38082,668154,48654120,2704,191984,198464,54729738,0,0,4938180,0,0,0,0
285,18420680668191183962,2190245066011824058,2090,3120,4036,778875,4940208,217,2821,711710,40309,671401,49027372,2821,200291,199680,55150462,0,0,4940208,0,0,0,0
286,2325670906741872318,2932370390555099679,2044,3020,3944,754795,5015036,189,2457,686592,28411,658181,47318026,2457,174447,193280,53459528,0,0,5015036,0,0,0,0
287,5357299776179764107,3920371048730631983,2084,3135,4049,761220,5008952,224,2912,713950,40739,673211,49181072,2912,206752,200640,55362685,0,0,5008952,0,0,0,0
288,15309077097523702307,3848686530299140951,2183,3214,4077,768184,5114356,212,2756,705859,37721,668138,48628829,2756,195676,205696,54916818,0,0,5114356,0,0,0,0
289,6687752009926031224,14342466247756464436,2363,3383,4201,783033,4962360,216,2808,714974,43816,671158,49245574,2808,199368,216512,55411048,0,0,4962360,0,0,0,0
290,16741065566866901963,17290245346803647884,2153,3182,4096,762720,4770584,216,2808,713212,42715,670497,49126198,2808,199368,203648,55066614,0,0,4770584,0,0,0,0
291,7248189349028393822,15737116640884721357,2128,3065,3986,778884,5086042,202,2626,701377,34875,666502,48325263,2626,186446,196160,54576781,0,0,5086042,0,0,0,0
292,9704385120430894647,6031114413898164429,2329,3377,4192,789104,4935476,217,2821,716314,43820,672494,49338026,2821,200291,216128,55483217,0,0,4935476,0,0,0,0
293,3844575062029217760,9170219803539385634,2081,3065,3986,752332,4945018,198,2574,696344,33482,662862,47980772,2574,182754,196160,54061022,0,0,4945018,0,0,0,0
294,6776863253534648972,10435877813941030881,1760,2805,3751,729903,4440332,144,1872,615981,16502,599479,42469685,1872,132912,179520,47956103,0,0,4440332,0,0,0,0
295,15558819834572950855,14218941868678451109,1985,3003,3928,771907,4829032,182,2366,684853,27625,657228,47199607,2366,167986,192192,53164652,0,0,4829032,0,0,0,0
296,14098591494167229446,5989376415264597264,2047,3028,3954,774153,4724265,174,2262,681832,30349,651483,46985710,2262,160602,193792,52842476,0,0,4724265,0,0,0,0
297,16684938710822976118,17257975781106190901,2295,3078,3998,765144,4972201,203,2639,703749,37560,666189,48483561,2639,187369,196992,54609265,0,0,4972201,0,0,0,0
298,13863884631187765155,16158584587142630905,2472,3375,4200,782940,4740203,213,2769,714789,44540,670249,49231361,2769,196599,216000,55171303,0,0,4740203,0,0,0,0
299,1143358531381596915,5261741016097000221,2136,3169,4084,760756,4929600,217,2821,712029,40842,671187,49048317,2821,200291,202816,55145864,0,0,4929600,0,0,0,0
300,16983893493988057144,10547037379531117094,2026,3078,3998,767020,5100901,207,2691,695050,29675,665375,47899100,2691,191061,196992,54159072,0,0,5100901,0,0,0,0
301,1724518686776498143,12345625233637673278,2366,3259,4125,756092,4925700,209,2717,709175,41109,668066,48850857,2717,192907,208576,54938257,0,0,4925700,0,0,0,0
302,8538896548090692507,11476233216775073514,2248,3279,4120,748952,5124964,220,2860,712785,41332,671453,49099501,2860,203060,209856,55390453,0,0,5124964,0,0,0,0
303,5414849337552919299,3999666577308628726,2232,3120,4036,782101,5125692,221,2873,710843,38716,672127,48970735,2873,203983,199680,55286227,0,0,5125692,0,0,0,0
304,5753652621297339322,3915965014802840203,2063,3101,4019,727083,4967508,210,2730,704657,37463,667194,48546407,2730,193830,198464,54637311,0,0,4967508,0,0,0,0
305,13959956551240721426,3741425696857813882,1443,2210,3659,574593,3047473,79,1027,385586,6745,378841,26591944,1027,72917,141440,30432026,0,0,3047473,0,0,0,0
306,5951885681511492754,6542502912826058247,2096,3128,4043,765047,5127876,224,2912,712309,39431,672878,49070459,2912,206752,200192,55374369,0,0,5127876,0,0,0,0
307,14096157529361104145,6569635787287180949,2186,3147,4067,772028,4732286,190,2470,697504,35358,662146,48057060,2470,175370,201408,53942219,0,0,4732286,0,0,0,0
308,10995625614851936462,6950738094732830728,2228,3065,3986,764706,5083182,201,2613,696579,31577,665002,48000797,2613,185523,196160,54234354,0,0,5083182,0,0,0,0
309,2482182704636653382,10104693727598757017,2140,3090,4009,765842,4910737,207,2691,705981,38339,667642,48636011,2691,191061,197760,54705420,0,0,4910737,0,0,0,0
310,5441177358497796648,13954766467866216378,2068,3111,4028,759489,5003752,212,2756,695572,30842,664730,47932784,2756,195676,199104,54094833,0,0,5003752,0,0,0,0
311,10594619803076971035,9119474583077129898,2034,3003,3928,762345,4991636,186,2418,683738,26168,657570,47125586,2418,171678,192192,53247365,0,0,4991636,0,0,0,0
312,6087995028302807018,7880013623741571835,2184,3128,4043,753318,5127876,224,2912,712611,39737,672874,49090685,2912,206752,200192,55382866,0,0,5127876,0,0,0,0
313,13157498791441590363,15424292367306605315,2119,3078,3998,770390,5099341,206,2678,699500,35065,664435,48195370,2678,190138,196992,54456229,0,0,5099341,0,0,0,0
314,4140354337515438600,18077851505513851272,2020,3051,3973,749826,4870268,193,2509,687985,29027,658958,47412911,2509,178139,195264,53410381,0,0,4870268,0,0,0,0
315,8790324440253869243,5279116714665666640,2199,3154,4037,751258,4953598,201,2613,703081,38029,665052,48436531,2613,185523,201856,54532803,0,0,4953598,0,0,0,0
316,16033494607729759540,7667915094425055471,1987,3036,3959,770612,5042791,193,2509,687745,27029,660716,47400347,2509,178139,194304,53590152,0,0,5042791,0,0,0,0
317,8752774043967305422,11449885034954060762,1379,2028,3613,497953,2678351,65,845,315166,7108,308058,21732238,845,59995,129792,25101942,0,0,2678351,0,0,0,0
318,1617876536608997945,5731813688328998444,2133,3111,3983,769621,4991636,186,2418,685942,26563,659379,47276872,2418,171678,199104,53412894,0,0,4991636,0,0,0,0
319,11783616977204820698,6985039572837061153,2111,3135,4049,769525,4984460,224,2912,714232,41184,673048,49199640,2912,206752,200640,55365066,0,0,4984460,0,0,0,0
320,6559492945288675383,5337011497229669821,2146,3090,4009,770915,4988932,204,2652,699444,33025,666419,48195586,2652,188292,197760,54345494,0,0,4988932,0,0,0,0
321,12305242939273486517,15599086108363239615,2237,3101,4019,771629,4935112,209,2717,704786,37226,667560,48555782,2717,192907,198464,54657913,0,0,4935112,0,0,0,0
