frame,frame_hash,stream_checksum,teps,scoring_calls,bound_checks,compact_lookups,dual_solver_ops,dual_updates,dual_group_solves,oracle_candidates,oracle_w1_candidates,oracle_w2_candidates,oracle_primitive_ops,dual_witness_candidates,dual_witness_primitive_ops,score_primitive_ops,total_primitive_ops,ops_w1,ops_w2,ops_w3,structural_checks,word_mismatch,metric_mismatch,tie_mismatch
155,1710160193251210002,18142564493873951286,41053,42117,41534,3040969,34821150,5944,77272,395623,395623,0,26506741,77272,5331794,2695488,72437676,0,34820422,728,0,0,0,0
156,9689031059872497038,7085542128766261015,38043,39107,38797,3067345,33946770,5003,65039,248893,248893,0,16675831,65039,4487691,2502848,60719282,0,33946770,0,0,0,0,0
157,16465286939974686827,9697624342421021527,35984,37047,36861,2998729,33031063,4464,58032,130026,130026,0,8711742,58032,4004208,2371008,51153611,0,33031063,0,0,0,0,0
158,4411765945603959182,16782582044104339274,41908,42970,42365,3155857,34751665,6328,82264,510333,510333,0,34192311,82264,5676216,2750080,80568494,0,34751665,0,0,0,0,0
159,11070633886158185775,16971923361860351802,40411,41475,40976,3135204,34649875,5674,73762,373765,373765,0,25042255,73762,5089578,2654400,70612288,0,34649875,0,0,0,0,0
160,5918379027175537722,8468490517601503811,40199,41265,40795,3096120,34505016,5679,73827,406031,406031,0,27204077,73827,5094089,2640960,72581057,0,34502871,2145,0,0,0,0
161,17073609758125032840,11398668048811166024,35491,36554,36453,2965464,32899243,4358,56654,109599,109599,0,7343133,56654,3909126,2339456,49492875,0,32899243,0,0,0,0,0
162,10020226892100438581,16432856621190969782,41200,42262,41737,3096200,34776729,6034,78442,418894,418894,0,28065898,78442,5412498,2704768,74097830,0,34776729,0,0,0,0,0
163,9526698960501645321,1013601231783566404,40175,41239,40816,3065448,34531432,5610,72930,305287,305287,0,20454229,72930,5032170,2639296,65763391,0,34531432,0,0,0,0,0
164,2533986941498802589,1500324027073107818,26850,27916,28434,2579448,28135523,2767,35971,28283,28283,0,1894961,35971,2481999,1786624,36906989,0,28135523,0,0,0,0,0
165,17485614095053154515,13111731989407934686,41584,42646,42045,3178213,34778692,6161,80093,507135,507135,0,33978045,80093,5526443,2729344,80232782,0,34778237,455,0,0,0,0
166,11103865399866589307,14558926658354674674,38117,39179,38912,2992782,33925411,5033,65429,208549,208549,0,13972783,65429,4514601,2507456,57951945,0,33925411,0,0,0,0,0
167,16623614656953444986,147268614842181855,39923,40986,40584,3091986,34468928,5517,71721,177294,177294,0,11878698,71721,4948749,2623104,57052049,0,34468928,0,0,0,0,0
168,17401659601693164384,16527813106031257436,42247,43310,42661,3133279,34909836,6498,84474,537609,537609,0,36019803,84474,5828732,2771840,82706151,0,34909576,260,0,0,0,0
169,11049669878503412000,16063820501820573719,41820,42883,42251,3165717,34729422,6260,81380,467014,467014,0,31289938,81380,5615220,2744512,77587060,0,34729422,0,0,0,0,0
170,8244986667504475031,10754805406405138243,39537,40600,40227,3016996,34338759,5408,70304,230134,230134,0,15418978,70304,4850976,2598400,60264336,0,34338759,0,0,0,0,0
171,1788616718346399265,13540069992716016993,25840,26903,27226,2657982,27332097,2603,33839,76700,76700,0,5138900,33839,2334891,1721792,39212888,0,27332097,0,0,0,0,0
172,12396976212410918861,15618144622985343343,36968,38030,37838,3024185,33506720,4725,61425,157911,157911,0,10580037,61425,4238325,2433920,53821025,0,33506720,0,0,0,0,0
173,16873111731406148719,17334438516627880203,41048,42111,41603,3095148,34775130,5979,77727,437443,437443,0,29308681,77727,5363267,2695104,75278933,0,34768890,6240,0,0,0,0
174,4371287800040429725,13267493038963940101,40938,42003,41451,3107619,34647418,5887,76531,445611,445611,0,29855937,76531,5280639,2688192,75621256,0,34647418,0,0,0,0,0
175,8209346093335103303,2135189622880030305,41187,42251,41637,3178068,34568066,5959,77467,429956,429956,0,28807052,77467,5345223,2704064,74644110,0,34568066,0,0,0,0,0
176,14255313208860801240,647758609544441566,40459,41523,41036,3100835,34582483,5721,74373,382401,382401,0,25620867,74373,5131737,2657472,71134430,0,34582483,0,0,0,0,0
177,18351372482318773415,14408950029291211442,39379,40442,40043,3153066,34303139,5376,69888,256221,256221,0,17166807,69888,4822428,2588288,62073771,0,34287994,15145,0,0,0,0
178,5333569916276211838,11512634652122347803,39069,40132,39796,3045022,34324732,5305,68965,178778,178778,0,11978126,68965,4758585,2568448,56714709,0,34324732,0,0,0,0,0
179,14839730370691303348,4932630096812509500,34765,35827,35763,2967848,32663813,4212,54756,135767,135767,0,9096389,54756,3778164,2292928,50834905,0,32663813,0,0,0,0,0
180,8494664764710398551,17639608183651404800,2418,3084,10062,554637,3120936,166,2158,2071,2071,0,138757,2158,148902,197376,4170670,0,3120936,0,0,0,0,0
181,8810377357959095360,18338137589035586239,39779,40841,40407,3110808,34507837,5483,71279,324684,324684,0,21753828,71279,4918277,2613824,66944981,0,34504977,2860,0,0,0,0
182,13347861167049037999,9074521972228313027,33598,34664,34659,2965832,32058299,3961,51493,107225,107225,0,7184075,51493,3553017,2218496,48014378,0,32058299,0,0,0,0,0
183,3415214943306286275,13867494409271149955,40726,41788,41307,3093274,34629179,5828,75764,399752,399752,0,26783384,75764,5227716,2674432,72449292,0,34629179,0,0,0,0,0
184,1542034587360853647,15446538216244248719,40772,41835,41312,3125947,34754473,5815,75595,371784,371784,0,24909528,75595,5216055,2677440,70724755,0,34754473,0,0,0,0,0
185,7041236488380273089,13099322147041779053,38407,39469,39183,3087403,34040513,5106,66378,183421,183421,0,12289207,66378,4580082,2526016,56562404,0,34040513,0,0,0,0,0
186,6577698462137654446,8323917893503605736,41161,42223,41701,3132965,34766108,6007,78091,399376,399376,0,26758192,78091,5388279,2702272,72789517,0,34766108,0,0,0,0,0
187,11309444907707955184,16885509663951039723,11225,12267,14400,1423206,15180984,1004,13052,9097,9097,0,609499,13052,900588,785088,18913765,0,15180984,0,0,0,0,0
188,9315095082053299105,14841345286983210089,37193,38259,38050,3035800,33495826,4772,62036,185688,185688,0,12441096,62036,4280484,2448576,55739832,0,33495826,0,0,0,0,0
189,10441608174670523033,11011808356648366107,32781,33844,33873,2792339,31429853,3821,49673,69221,69221,0,4637807,49673,3427437,2166016,44487325,0,31429853,0,0,0,0,0
190,3211213526803787105,10357062484345137113,37797,38860,38617,3032447,33786935,4934,64142,288979,288979,0,19361593,64142,4425798,2487040,63132430,0,33786935,0,0,0,0,0
191,5014579224550413418,10035172834949067400,41386,42450,41906,3139719,34902764,6095,79235,478653,478653,0,32069751,79235,5467215,2716800,78338155,0,34902764,0,0,0,0,0
192,6776110149503520123,7083752154176144988,30641,31705,31786,2764938,29717818,3564,46332,286290,286290,0,19181430,46332,3196908,2029120,56922000,0,29717818,0,0,0,0,0
193,7437459860575075213,4812051224455040954,37136,38201,37994,2958301,33561840,4772,62036,147163,147163,0,9859921,62036,4280484,2444864,53143404,0,33561840,0,0,0,0,0
194,6415209840824992977,10220443444804829316,39316,40379,40025,3108158,34273317,5334,69342,325445,325445,0,21804815,69342,4784598,2584256,66595169,0,34273317,0,0,0,0,0
195,13482969421180024189,1214149485844130102,42061,43124,42453,3174723,34849373,6374,82862,522427,522427,0,35002609,82862,5717582,2759936,81546676,0,34847553,1820,0,0,0,0
196,9537082997228313597,15030035565446482472,40818,41880,41394,3108989,34669778,5848,76024,280575,280575,0,18798525,76024,5245656,2680320,64544662,0,34669778,0,0,0,0,0
197,10133171182378550604,5096247385397886315,41398,42460,41914,3118550,34901763,6096,79248,372894,372894,0,24983898,79248,5468112,2717440,71231677,0,34901763,0,0,0,0,0
198,4528660790043124283,11455974971819231587,32994,34056,34060,2965288,31453617,3909,50817,244030,244030,0,16350010,50817,3506373,2179584,56488932,0,31453617,0,0,0,0,0
199,16361428497044398582,11850576811592386646,39704,40767,40383,3009518,34295950,5456,70928,357237,357237,0,23934879,70928,4894032,2609088,68783850,0,34295950,0,0,0,0,0
200,14106406521528181157,7080199542366595564,41072,42134,41532,3183469,34643401,5920,76960,484576,484576,0,32466592,76960,5310240,2696576,78341810,0,34643401,0,2560,0,0,0
201,8559632108082708792,8239291362840322027,40803,41867,41384,3063704,34713146,5865,76245,257670,257670,0,17263890,76245,5260905,2679488,63022517,0,34713146,0,0,0,0,0
202,10235639668083527071,7031333035478191959,40977,42039,41539,3125334,34737794,5937,77181,451634,451634,0,30259478,77181,5325489,2690496,76180130,0,34737794,0,0,0,0,0
203,17337525345261072769,15646881610595170101,41112,42177,41662,3070939,34779329,6053,78689,506400,506400,0,33928800,78689,5429541,2699328,79949599,0,34779329,0,0,0,0,0
204,12097651746612328543,17890773269218254257,40459,41523,41074,3094004,34575736,5704,74152,396966,396966,0,26596722,74152,5116488,2657472,72081496,0,34575736,0,0,0,0,0
205,16676085119046435535,15013072009483874525,36492,37557,37391,3034575,33273071,4609,59917,109715,109715,0,7350905,59917,4134273,2403648,50233863,0,33273071,0,0,0,0,0
206,10866156254071543518,9906318147215904968,33380,34443,34453,2870968,32033300,3921,50973,148055,148055,0,9919685,50973,3517137,2204352,50579895,0,32033300,0,0,0,0,0
207,2718174764656399564,16194098459066165315,23859,24922,25482,2465276,26033865,2356,30628,49470,49470,0,3314490,30628,2113332,1595008,35547453,0,26033865,0,0,0,0,0
208,3631052024434557855,11037040095423205855,41168,42232,41712,3140128,34584108,5986,77818,497544,497544,0,33335448,77818,5369442,2702848,79173686,0,34584108,0,0,0,0,0
209,11941522460368476046,13908194514457902498,38930,39993,39672,3016279,34292024,5235,68055,142623,142623,0,9555741,68055,4695795,2559552,54159063,0,34292024,0,0,0,0,0
210,6554022297751810779,7958197456281126054,38474,39536,39247,3098677,34140158,5107,66391,336900,336900,0,22572300,66391,4580979,2530304,66961665,0,34140158,0,0,0,0,0
211,15494444564763743065,9159752534916920504,34879,35941,35873,2995859,32690983,4243,55159,152712,152712,0,10231704,55159,3805971,2300224,52060614,0,32690983,0,0,0,0,0
212,16050511539404471018,12917268637136329653,41695,42759,42044,3111421,34749858,6162,80106,506441,506441,0,33931547,80106,5527340,2736576,80098786,0,34749130,728,0,0,0,0
213,11999199269000501034,12564442278715217772,40180,41244,40818,3057934,34593637,5630,73190,347854,347854,0,23306218,73190,5050110,2639616,68688333,0,34593637,0,0,0,0,0
214,4650961466378577745,3448202317708461514,41406,42468,41922,3141084,34833110,6079,79027,511679,511679,0,34282493,79027,5452863,2717952,80469424,0,34833110,0,0,0,0,0
215,11043087000247889422,8193957176541453851,29490,30554,30765,2808333,29789383,3158,41054,61947,61947,0,4150449,41054,2832726,1955456,41567112,0,29789383,0,0,0,0,0
216,2029444969724355239,488691689131975455,33461,34525,34525,2872155,32032039,3968,51584,126506,126506,0,8475902,51584,3559296,2209600,49183517,0,32032039,0,0,0,0,0
217,3225973761914549284,10655336118788066480,8094,9144,11937,1149580,11817520,714,9282,6656,6656,0,445952,9282,640458,585216,14650663,0,11817520,0,0,0,0,0
218,16492979534452021254,16543480866156719309,28345,29410,29696,2761552,28955485,2970,38610,63681,63681,0,4266627,38610,2664090,1882240,40559690,0,28955485,0,0,0,0,0
219,1569666368328568087,4867392230202029205,40123,41186,40765,3026721,34509228,5603,72839,319169,319169,0,21384323,72839,5025891,2635904,66622832,0,34509228,0,0,0,0,0
220,16398644608846298513,2701887606515983039,41545,42608,42047,3238851,34839259,6143,79859,418404,418404,0,28033068,79859,5510271,2726912,74390408,0,34839259,0,0,0,0,0
221,13586422869136880805,14556489882492421217,35775,36839,36628,3006895,32731855,4450,57850,241767,241767,0,16198389,57850,3991650,2357696,58323113,0,32731855,0,0,0,0,0
222,15902998009659084682,15454916156942906304,40763,41826,41346,3104071,34670402,5841,75933,369386,369386,0,24748862,75933,5239377,2676864,70480922,0,34670402,0,0,0,0,0
223,9666295597485576539,16764621473967624016,41497,42559,42002,3127243,34672911,6134,79742,490481,490481,0,32862227,79742,5502198,2723776,78930357,0,34672911,0,0,0,0,0
224,7678739181936081838,14415212288215739177,37573,38638,38356,2991816,33681141,4876,63388,182955,182955,0,12257985,63388,4373772,2472832,55815902,0,33681141,0,0,0,0,0
225,9432103679564050389,4980625184169988479,16843,17905,19167,1815350,20412171,1583,20579,10314,10314,0,691038,20579,1419951,1145920,25503597,0,20412171,0,0,0,0,0
226,3446449457893232143,8986253718803070587,268,268,4543,0,0,0,0,0,0,0,0,0,0,17152,21695,0,0,0,0,0,0,0
227,15691641590656322157,8749229263130505845,38416,39478,39192,2939632,34117382,5098,66274,173437,173437,0,11620279,66274,4572906,2526592,55815983,0,34117382,0,0,0,0,0
228,9319254158117973237,903519986942246539,37633,38697,38463,2927482,33846033,4903,63739,150764,150764,0,10101188,63739,4397991,2476608,53787765,0,33846033,0,0,0,0,0
229,16336949934302145361,8316609961820954889,37277,38342,38129,2897888,33618091,4820,62660,130261,130261,0,8727487,62660,4323540,2453888,52059023,0,33618091,0,0,0,0,0
230,3281250192952145694,7195235229999917580,6108,7124,11119,854789,9766653,558,7254,5387,5387,0,360929,7254,500526,455936,11949952,0,9766653,0,0,0,0,0
231,8924819577034230883,13825481932254482092,34191,35253,35218,2879928,32415214,4113,53469,86746,86746,0,5811982,53469,3689361,2256192,47087895,0,32415214,0,0,0,0,0
232,11915416379263865831,384949111756493540,36503,37567,37409,2999138,33507201,4633,60229,259322,259322,0,17374574,60229,4155801,2404288,60478411,0,33507201,0,0,0,0,0
233,9653649054807012619,16885251415535719908,19583,20646,21180,2159672,22731085,1822,23686,69128,69128,0,4631576,23686,1634334,1321344,32499191,0,22731085,0,0,0,0,0
234,3138041299098866087,15849417364265759712,42259,43322,42628,3114198,34939814,6466,84058,509188,509188,0,34115596,84058,5800002,2772608,80784846,0,34939814,0,0,0,0,0
235,16753188377842897000,2728433029987132875,41251,42313,41746,3057328,34862971,6024,78312,389814,389814,0,26117538,78312,5403528,2708032,72191143,0,34862971,0,0,0,0,0
236,3328286086532902559,12971464107881059143,32596,33660,33710,2844571,31520658,3705,48165,133197,133197,0,8924199,48165,3323385,2154240,48800763,0,31520658,0,0,0,0,0
237,9275925105439090895,3372680258924738339,291,291,5495,0,0,0,0,0,0,0,0,0,0,18624,24119,0,0,0,0,0,0,0
238,8193784623427691163,7115968522621564155,40307,41369,40934,3077570,34626371,5675,73775,356899,356899,0,23912233,73775,5090475,2647616,69395199,0,34626371,0,0,0,0,0
239,1768736439080339367,10558052210428153711,41622,42685,42115,3196387,34951540,6200,80600,494859,494859,0,33155553,80600,5561400,2731840,79638835,0,34951540,0,0,0,0,0
240,6674779126626003031,13768328417642704931,3406,4267,8650,618589,4977830,264,3432,2791,2791,0,186997,3432,236808,273088,6301962,0,4977830,0,0,0,0,0
241,2122288897910369108,3299237890854922676,41322,42386,41831,3047305,34893391,6083,79079,420002,420002,0,28140134,79079,5456477,2712704,74291842,0,34892663,728,0,0,0,0
242,10099787963837597941,10339124551659812454,10429,11490,13133,1340355,14453855,927,12051,10027,10027,0,671809,12051,831519,735360,18046031,0,14453855,0,0,0,0,0
243,8346121696495311219,3171813825948000322,39547,40610,40238,3055580,34464885,5441,70733,325607,325607,0,21815669,70733,4880577,2599040,66855989,0,34464885,0,0,0,0,0
244,1084359330546719196,18128718178225437009,6359,7414,9044,972433,9155913,528,6864,8645,8645,0,579215,6864,473616,474496,11664717,0,9155913,0,0,0,0,0
245,8883599725883024343,11002074877562057161,37152,38218,37971,3072588,33619014,4776,62088,230111,230111,0,15417437,62088,4284072,2445952,58877034,0,33619014,0,0,0,0,0
246,4008051880738627984,14459588898743519670,41801,42863,42113,3045833,34793226,6190,80470,460836,460836,0,30876012,80470,5552430,2743232,77052846,0,34793226,0,0,0,0,0
247,15728654742979675289,13250174869641725996,274,274,5179,0,0,0,0,0,0,0,0,0,0,17536,22715,0,0,0,0,0,0,0
248,15816593517690241029,2800977842562213134,39134,40196,39856,3079926,34251490,5283,68679,243236,243236,0,16296812,68679,4738851,2572544,60979479,0,34251490,0,0,0,0,0
249,2208128961106589188,2606118932714617657,37994,39057,38802,3137733,33973199,4966,64558,181697,181697,0,12173699,64558,4454502,2499648,56277583,0,33973199,0,0,0,0,0
250,4857330096602240005,12159453612858042431,39795,40859,40467,3071067,34528689,5507,71591,298874,298874,0,20024558,71591,4939779,2614976,65219536,0,34528689,0,0,0,0,0
251,4665043783636201592,13017211699510722420,40517,41580,41125,3149738,34621145,5730,74490,335105,335105,0,22452035,74490,5139836,2661120,68064999,0,34620053,1092,0,0,0,0
252,15999134343165671571,5632230250015511560,39737,40800,40412,3071103,34455551,5504,71552,372299,372299,0,24944033,71552,4937088,2611200,70059387,0,34455551,0,0,0,0,0
253,7701222915981079604,3293954715358315015,28150,29213,29451,2815299,28880124,2938,38194,76386,76386,0,5117862,38194,2635386,1869632,41347754,0,28880124,0,0,0,0,0
254,13464825739442186896,8246058021133902604,19418,20482,21622,2107471,22686157,1831,23803,17717,17717,0,1187039,23803,1642407,1310848,28955544,0,22686157,0,0,0,0,0
255,3203300778566748,5785492379367987015,41340,42403,41865,3149824,34799648,6068,78884,305391,305391,0,20461197,78884,5443100,2713792,66609426,0,34796736,2912,0,0,0,0
256,3770740330407608811,11593671424157495591,42253,43316,42580,3141485,34995779,6443,83759,550375,550375,0,36875125,83759,5779371,2772224,83606564,0,34995779,0,0,0,0,0
257,1641173139798643780,1506785141273938096,26095,27157,27513,2671740,27523080,2658,34554,43839,43839,0,2937213,34554,2384226,1738048,37281820,0,27523080,0,0,0,0,0
258,811613262287202028,11955019994029081051,40142,41204,40783,3045802,34518640,5601,72813,202753,202753,0,13584451,72813,5024097,2637056,58850829,0,34518640,0,0,0,0,0
259,14740668173646600279,13309537726384659135,38460,39523,39228,2966488,33985328,5131,66703,112227,112227,0,7519209,66703,4602507,2529472,51642232,0,33985328,0,0,0,0,0
260,17579750161965797524,11361670073991240008,39740,40804,40416,3036397,34492016,5466,71058,249003,249003,0,16683201,71058,4903002,2611456,61766488,0,34492016,0,0,0,0,0
261,5236397370953051573,5412380164025586366,39817,40879,40482,3197222,34474453,5508,71604,319280,319280,0,21391760,71604,4940676,2616256,66660849,0,34474453,0,0,0,0,0
262,11221765615242657808,17661698930903386837,40783,41846,41302,3080917,34752055,5842,75946,421571,421571,0,28245257,75946,5240274,2678144,74037949,0,34752055,0,0,0,0,0
263,12974079008421453896,1948296800377661150,40829,41892,41407,2973872,34792004,5877,76401,364220,364220,0,24402740,76401,5271695,2681088,70162806,0,34790444,1560,0,0,0,0
264,1071668844152723214,1208113928173894247,39529,40592,40149,3094548,34335119,5401,70213,258461,258461,0,17316887,70213,4844697,2597888,62229288,0,34335119,0,0,0,0,0
265,13779499061222273634,1863435658318004686,37929,38991,38736,3046798,33843056,4978,64714,213683,213683,0,14316761,64714,4465266,2495424,58206041,0,33843056,0,0,0,0,0
266,15638715964544010036,2977539012741993297,38281,39345,39061,2956599,33962097,5091,66183,123542,123542,0,8277314,66183,4566627,2518080,52319778,0,33962097,0,0,0,0,0
267,3057382260254830443,11747293076854846449,41233,42296,41765,3132822,34698040,6032,78416,439472,439472,0,29444624,78416,5410704,2706944,75434899,0,34698040,0,0,0,0,0
268,8870918298014257224,18051224744993120782,40457,41520,41025,3057799,34668530,5719,74347,350046,350046,0,23453082,74347,5129943,2657280,69007659,0,34668530,0,0,0,0,0
269,18402386574753259472,17570283876732710525,30410,31472,31618,2819198,30279951,3304,42952,95464,95464,0,6396088,42952,2963688,2014208,44504751,0,30279951,0,0,0,0,0
270,15343315987897393952,7370458862223200914,2534,3157,14234,566210,3242941,176,2288,2369,2369,0,158723,2288,157872,202048,4342028,0,3242941,0,0,0,0,0
271,5538621780933029553,2950211366301047372,37303,38367,38155,3040643,33682012,4832,62816,231439,231439,0,15506413,62816,4334304,2455488,59057015,0,33682012,0,0,0,0,0
272,16521342504569641678,5343561646653188817,37165,38229,38020,3001351,33578818,4813,62569,135110,135110,0,9052370,62569,4317261,2446656,52434476,0,33578818,0,0,0,0,0
273,13522933415267144956,10911863746326494106,39659,40721,40339,3097200,34485334,5469,71097,251306,251306,0,16837502,71097,4905693,2606144,61972212,0,34485334,0,0,0,0,0
274,12496714450401978767,322205922198901594,36477,37542,37371,3050464,33106827,4596,59748,289640,289640,0,19405880,59748,4122612,2402688,62125842,0,33106827,0,0,0,0,0
275,15262024628088753753,5631166383217236024,35162,36225,36132,2972601,32634095,4303,55939,68978,68978,0,4621526,55939,3859791,2318400,46442545,0,32634095,0,0,0,0,0
276,6817758444646984927,7814173076904230168,31505,32567,32662,2882396,30995679,3578,46514,123414,123414,0,8268738,46514,3209466,2084288,47473229,0,30995679,0,0,0,0,0
277,13154974048115677183,3711724961475808256,41096,42159,41646,3058625,34749650,5972,77636,403361,403361,0,27025187,77636,5356884,2698176,72930168,0,34749650,0,0,0,0,0
278,2603540668350167723,9329798190077736508,38061,39123,38856,3038842,33911800,5032,65416,137510,137510,0,9213170,65416,4513730,2503872,53220270,0,33908940,2860,0,0,0,0
279,2713645569300799418,1724545345550310877,24679,25743,26195,2480412,26537654,2458,31954,36777,36777,0,2464059,31954,2204826,1647552,35360698,0,26537654,0,0,0,0,0
280,1397327276398224185,13931963019850612491,41575,42639,41999,3145272,34747349,6131,79703,475285,475285,0,31844095,79703,5499507,2728896,78007118,0,34747349,0,0,0,0,0
281,2766562979623221596,17310199523892426500,172,172,3209,0,0,0,0,0,0,0,0,0,0,11008,14217,0,0,0,0,0,0,0
282,3740357793740193724,11127915756620121507,39167,40230,39879,3047397,34237866,5326,69238,171774,171774,0,11508858,69238,4777422,2574720,56186142,0,34237866,0,0,0,0,0
283,10845892320993320138,10095491693303702698,39774,40838,40388,3056316,34294026,5513,71669,400968,400968,0,26864856,71669,4945161,2613632,71814379,0,34294026,0,0,0,0,0
284,7620709682983035298,8671651747174168995,40803,41867,41383,3026384,34685976,5850,76050,397603,397603,0,26639401,76050,5247450,2679488,72320082,0,34685976,0,0,0,0,0
285,18420680668191183962,2190245066011824058,41740,42802,42216,3224402,34881470,6269,81497,481168,481168,0,32238256,81497,5623319,2739328,78748991,0,34880742,728,0,0,0,0
286,2325670906741872318,2932370390555099679,38238,39300,39028,3031553,34049561,5028,65364,187277,187277,0,12547559,65364,4510116,2515200,56693017,0,34049561,0,0,0,0,0
287,5357299776179764107,3920371048730631983,42075,43137,42510,3145891,34981232,6426,83538,515769,515769,0,34556523,83538,5764122,2760768,81251046,0,34981232,0,0,0,0,0
288,15309077097523702307,3848686530299140951,40440,41502,41003,3077104,34669973,5700,74100,346260,346260,0,23199420,74100,5112900,2656128,68756528,0,34669973,0,0,0,0,0
289,6687752009926031224,14342466247756464436,41796,42860,42185,3121228,34831849,6217,80821,466211,466211,0,31236137,80821,5576649,2743040,77551088,0,34831849,0,0,0,0,0
290,16741065566866901963,17290245346803647884,41941,43005,42398,3124873,34784620,6340,82420,548660,548660,0,36760220,82420,5686980,2752320,83151411,0,34784620,0,0,0,0,0
291,7248189349028393822,15737116640884721357,39629,40694,40318,3144869,34500843,5457,70941,307911,307911,0,20630037,70941,4894929,2604416,65815412,0,34500843,0,0,0,0,0
292,9704385120430894647,6031114413898164429,41914,42976,42285,3167704,34942037,6284,81692,470910,470910,0,31550970,81692,5636748,2750464,78090208,0,34942037,0,0,0,0,0
293,3844575062029217760,9170219803539385634,39344,40406,40051,3008900,34334417,5353,69589,259919,259919,0,17414573,69589,4801641,2585984,62185566,0,34334417,0,0,0,0,0
294,6776863253534648972,10435877813941030881,31726,32790,32883,2782896,30935983,3597,46761,55599,55599,0,3725133,46761,3226509,2098560,42801964,0,30935983,0,0,0,0,0
295,15558819834572950855,14218941868678451109,38488,39551,39259,3089553,34038069,5097,66261,189787,189787,0,12715729,66261,4572009,2531264,56985883,0,34038069,0,0,0,0,0
296,14098591494167229446,5989376415264597264,37285,38349,38138,3053591,33540559,4794,62322,212434,212434,0,14233078,62322,4300218,2454336,57619920,0,33540559,0,0,0,0,0
297,16684938710822976118,17257975781106190901,40181,41245,40818,3136983,34560721,5632,73216,379565,379565,0,25430855,73216,5051904,2639680,70860961,0,34560721,0,0,0,0,0
298,13863884631187765155,16158584587142630905,41519,42582,41945,3125021,34802755,6108,79404,502943,502943,0,33697181,79404,5478876,2725248,79871026,0,34802755,0,0,0,0,0
299,1143358531381596915,5261741016097000221,41436,42498,41948,3097484,34853741,6127,79651,462107,462107,0,30961169,79651,5495919,2719872,77170133,0,34853741,0,0,0,0,0
300,16983893493988057144,10547037379531117094,39455,40518,40153,3082968,34435830,5407,70291,200843,200843,0,13456481,70291,4850079,2593152,58458663,0,34435830,0,0,0,0,0
301,1724518686776498143,12345625233637673278,40678,41741,41226,3043847,34627970,5778,75114,401497,401497,0,26900299,75114,5182866,2671424,72467632,0,34627970,0,0,0,0,0
302,8538896548090692507,11476233216775073514,41370,42433,41824,3011532,34823646,6056,78728,485820,485820,0,32549940,78728,5432232,2715712,78574886,0,34823646,0,0,0,0,0
303,5414849337552919299,3999666577308628726,41372,42435,41890,3203780,34897577,6104,79352,432765,432765,0,28995255,79352,5475288,2715840,75329630,0,34897577,0,0,0,0,0
304,5753652621297339322,3915965014802840203,40067,41130,40717,2935228,34552687,5610,72930,360464,360464,0,24151088,72930,5032196,2632320,69344236,0,34551595,1092,0,0,0,0
305,13959956551240721426,3741425696857813882,13618,14681,15938,1542374,17514939,1229,15977,12097,12097,0,810499,15977,1102413,939584,21925747,0,17514939,0,0,0,0,0
306,5951885681511492754,6542502912826058247,41471,42533,41979,3105107,34926827,6151,79963,431122,431122,0,28885174,79963,5517447,2722112,75198646,0,34926827,0,0,0,0,0
307,14096157529361104145,6569635787287180949,39502,40565,40189,3094457,34285589,5428,70564,388957,388957,0,26060119,70564,4868916,2596160,70945430,0,34285589,0,0,0,0,0
308,10995625614851936462,6950738094732830728,39364,40426,40071,3065602,34417903,5370,69810,228609,228609,0,15316803,69810,4816890,2587264,60244533,0,34417903,0,0,0,0,0
309,2482182704636653382,10104693727598757017,40482,41545,41092,3122431,34608535,5751,74763,410848,410848,0,27526816,74763,5158647,2658880,73116401,0,34608535,0,0,0,0,0
310,5441177358497796648,13954766467866216378,39913,40976,40574,3102111,34489013,5526,71838,208825,208825,0,13991275,71838,4956822,2622464,59202259,0,34489013,0,0,0,0,0
311,10594619803076971035,9119474583077129898,37971,39033,38776,3033850,33959757,4992,64896,154724,154724,0,10366508,64896,4477824,2498112,54374827,0,33959757,0,0,0,0,0
312,6087995028302807018,7880013623741571835,41583,42646,42079,3067275,34943623,6191,80483,463547,463547,0,31057649,80483,5553327,2729344,77393297,0,34943623,0,0,0,0,0
313,13157498791441590363,15424292367306605315,39296,40359,40007,3087276,34386937,5355,69615,322920,322920,0,21635640,69615,4803435,2582976,66536271,0,34386937,0,0,0,0,0
314,4140354337515438600,18077851505513851272,38982,40045,39720,2998124,34177091,5211,67743,207536,207536,0,13904912,67743,4674267,2562880,58356994,0,34177091,0,0,0,0,0
315,8790324440253869243,5279116714665666640,40128,41191,40738,3041163,34493979,5574,72462,372447,372447,0,24953949,72462,4999878,2636224,70165931,0,34493979,0,0,0,0,0
316,16033494607729759540,7667915094425055471,38442,39506,39214,3079916,34118214,5136,66768,146724,146724,0,9830508,66768,4606992,2528384,54203228,0,34118214,0,0,0,0,0
317,8752774043967305422,11449885034954060762,10361,11423,12980,1305009,14109030,900,11700,13453,13453,0,901351,11700,807300,731072,17866742,0,14109030,0,0,0,0,0
318,1617876536608997945,5731813688328998444,37559,38624,38342,3018648,33846189,4931,64103,234879,234879,0,15736893,64103,4423107,2471936,59535115,0,33846189,0,0,0,0,0
319,11783616977204820698,6985039572837061153,42111,43173,42541,3187098,34973744,6450,83850,545168,545168,0,36526256,83850,5785650,2763072,83278361,0,34973744,0,0,0,0,0
